method,coverage,avg_size,cov_low,cov_medium,cov_high,factor
cw_aci_λ0.5,0.8333333333333334,0.8333333333333334,0.75,1.0,0.75,RMW
cw_aci_λ1.0,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,RMW
cw_aci_λ1.5,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,RMW
cw_aci_λ2.0,0.8333333333333334,0.8333333333333334,1.0,1.0,0.5,RMW
uwcp_static,0.25,0.25,0.25,0.25,0.25,RMW
split,0.0,0.0,0.0,0.0,0.0,RMW
aci,0.75,1.0833333333333333,0.75,0.75,0.75,RMW
cw_aci_λ0.5,0.8333333333333334,1.1666666666666667,1.0,0.75,0.75,RMW
cw_aci_λ1.0,0.8333333333333334,1.1666666666666667,1.0,0.75,0.75,RMW
cw_aci_λ1.5,0.8333333333333334,1.4166666666666667,1.0,0.75,0.75,RMW
cw_aci_λ2.0,0.8333333333333334,1.5833333333333333,1.0,0.75,0.75,RMW
uwcp_static,0.25,0.25,0.75,0.0,0.0,RMW
split,0.9166666666666666,1.0,0.75,1.0,1.0,RMW
aci,0.9166666666666666,1.0,0.75,1.0,1.0,RMW
cw_aci_λ0.5,0.9166666666666666,1.0,0.75,1.0,1.0,RMW
cw_aci_λ1.0,0.8333333333333334,0.9166666666666666,0.5,1.0,1.0,RMW
cw_aci_λ1.5,0.8333333333333334,0.9166666666666666,0.5,1.0,1.0,RMW
cw_aci_λ2.0,0.8333333333333334,0.9166666666666666,0.5,1.0,1.0,RMW
uwcp_static,0.9166666666666666,1.0,0.75,1.0,1.0,RMW
split,0.9166666666666666,1.0,1.0,1.0,0.75,RMW
aci,0.9166666666666666,1.0,1.0,1.0,0.75,RMW
cw_aci_λ0.5,0.9166666666666666,1.0,1.0,1.0,0.75,RMW
cw_aci_λ1.0,0.8333333333333334,0.9166666666666666,1.0,1.0,0.5,RMW
cw_aci_λ1.5,0.8333333333333334,0.9166666666666666,1.0,1.0,0.5,RMW
cw_aci_λ2.0,0.8333333333333334,0.9166666666666666,1.0,1.0,0.5,RMW
uwcp_static,0.9166666666666666,1.0,1.0,1.0,0.75,RMW
split,0.8333333333333334,1.0,0.75,1.0,0.75,RMW
aci,0.8333333333333334,1.25,0.75,1.0,0.75,RMW
cw_aci_λ0.5,0.9166666666666666,1.25,1.0,1.0,0.75,RMW
cw_aci_λ1.0,0.9166666666666666,1.1666666666666667,1.0,1.0,0.75,RMW
cw_aci_λ1.5,0.9166666666666666,1.1666666666666667,1.0,1.0,0.75,RMW
cw_aci_λ2.0,0.9166666666666666,1.1666666666666667,1.0,1.0,0.75,RMW
uwcp_static,0.8333333333333334,1.0,0.75,1.0,0.75,RMW
split,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
aci,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
cw_aci_λ0.5,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
cw_aci_λ1.0,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
cw_aci_λ1.5,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
cw_aci_λ2.0,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
uwcp_static,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
split,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,RMW
aci,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,RMW
cw_aci_λ0.5,0.9166666666666666,1.5,0.75,1.0,1.0,RMW
cw_aci_λ1.0,1.0,1.6666666666666667,1.0,1.0,1.0,RMW
cw_aci_λ1.5,1.0,1.75,1.0,1.0,1.0,RMW
cw_aci_λ2.0,1.0,1.75,1.0,1.0,1.0,RMW
uwcp_static,1.0,1.75,1.0,1.0,1.0,RMW
split,1.0,1.3333333333333333,1.0,1.0,1.0,RMW
aci,1.0,1.0,1.0,1.0,1.0,RMW
cw_aci_λ0.5,1.0,1.3333333333333333,1.0,1.0,1.0,RMW
cw_aci_λ1.0,1.0,1.3333333333333333,1.0,1.0,1.0,RMW
cw_aci_λ1.5,1.0,1.4166666666666667,1.0,1.0,1.0,RMW
cw_aci_λ2.0,1.0,1.4166666666666667,1.0,1.0,1.0,RMW
uwcp_static,1.0,1.9166666666666667,1.0,1.0,1.0,RMW
split,0.8333333333333334,1.5,0.75,0.75,1.0,RMW
aci,0.8333333333333334,1.5,0.75,0.75,1.0,RMW
cw_aci_λ0.5,0.9166666666666666,1.75,1.0,0.75,1.0,RMW
cw_aci_λ1.0,0.9166666666666666,1.75,0.75,1.0,1.0,RMW
cw_aci_λ1.5,1.0,1.8333333333333333,1.0,1.0,1.0,RMW
cw_aci_λ2.0,1.0,1.8333333333333333,1.0,1.0,1.0,RMW
uwcp_static,1.0,1.9166666666666667,1.0,1.0,1.0,RMW
split,0.9166666666666666,1.25,0.75,1.0,1.0,RMW
aci,0.9166666666666666,1.5,0.75,1.0,1.0,RMW
cw_aci_λ0.5,0.9166666666666666,1.25,0.75,1.0,1.0,RMW
cw_aci_λ1.0,0.9166666666666666,1.3333333333333333,0.75,1.0,1.0,RMW
cw_aci_λ1.5,0.9166666666666666,1.3333333333333333,0.75,1.0,1.0,RMW
cw_aci_λ2.0,0.9166666666666666,1.3333333333333333,0.75,1.0,1.0,RMW
uwcp_static,0.8333333333333334,1.1666666666666667,0.5,1.0,1.0,RMW
split,1.0,1.8333333333333333,1.0,1.0,1.0,RMW
aci,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,RMW
cw_aci_λ0.5,0.8333333333333334,1.5,0.75,1.0,0.75,RMW
cw_aci_λ1.0,0.8333333333333334,1.1666666666666667,0.75,1.0,0.75,RMW
cw_aci_λ1.5,0.8333333333333334,1.1666666666666667,0.75,1.0,0.75,RMW
cw_aci_λ2.0,0.8333333333333334,1.1666666666666667,0.75,1.0,0.75,RMW
uwcp_static,0.75,1.0,0.75,0.75,0.75,RMW
split,1.0,1.5833333333333333,1.0,1.0,1.0,RMW
aci,1.0,1.0,1.0,1.0,1.0,RMW
cw_aci_λ0.5,1.0,1.0,1.0,1.0,1.0,RMW
cw_aci_λ1.0,1.0,1.0,1.0,1.0,1.0,RMW
cw_aci_λ1.5,1.0,1.0,1.0,1.0,1.0,RMW
cw_aci_λ2.0,1.0,1.0,1.0,1.0,1.0,RMW
uwcp_static,1.0,1.0,1.0,1.0,1.0,RMW
split,0.8333333333333334,1.3333333333333333,0.75,0.75,1.0,RMW
aci,0.9166666666666666,1.4166666666666667,1.0,0.75,1.0,RMW
cw_aci_λ0.5,0.9166666666666666,1.5,1.0,0.75,1.0,RMW
cw_aci_λ1.0,0.8333333333333334,1.5833333333333333,1.0,0.75,0.75,RMW
cw_aci_λ1.5,0.8333333333333334,1.6666666666666667,1.0,0.75,0.75,RMW
cw_aci_λ2.0,0.8333333333333334,1.5,1.0,1.0,0.5,RMW
uwcp_static,1.0,1.75,1.0,1.0,1.0,RMW
split,0.75,1.0833333333333333,0.5,0.75,1.0,RMW
aci,0.8333333333333334,1.3333333333333333,0.75,0.75,1.0,RMW
cw_aci_λ0.5,0.8333333333333334,1.25,0.75,0.75,1.0,RMW
cw_aci_λ1.0,0.8333333333333334,1.3333333333333333,0.75,0.75,1.0,RMW
cw_aci_λ1.5,0.8333333333333334,1.3333333333333333,0.75,0.75,1.0,RMW
cw_aci_λ2.0,0.8333333333333334,1.3333333333333333,0.75,0.75,1.0,RMW
uwcp_static,0.75,1.0,0.5,0.75,1.0,RMW
split,0.8333333333333334,1.1666666666666667,0.75,0.75,1.0,RMW
aci,0.8333333333333334,1.6666666666666667,0.75,0.75,1.0,RMW
cw_aci_λ0.5,0.9166666666666666,1.6666666666666667,0.75,1.0,1.0,RMW
cw_aci_λ1.0,0.9166666666666666,1.5833333333333333,1.0,0.75,1.0,RMW
cw_aci_λ1.5,0.9166666666666666,1.5833333333333333,1.0,0.75,1.0,RMW
cw_aci_λ2.0,0.9166666666666666,1.75,1.0,0.75,1.0,RMW
uwcp_static,0.9166666666666666,1.5833333333333333,1.0,0.75,1.0,RMW
split,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
aci,0.8333333333333334,1.1666666666666667,1.0,0.5,1.0,RMW
cw_aci_λ0.5,0.8333333333333334,1.0833333333333333,1.0,0.5,1.0,RMW
cw_aci_λ1.0,0.8333333333333334,1.0833333333333333,1.0,0.5,1.0,RMW
cw_aci_λ1.5,0.8333333333333334,1.0833333333333333,1.0,0.5,1.0,RMW
cw_aci_λ2.0,0.8333333333333334,1.0833333333333333,1.0,0.5,1.0,RMW
uwcp_static,0.8333333333333334,1.0,1.0,0.5,1.0,RMW
split,0.75,1.3333333333333333,0.25,1.0,1.0,RMW
aci,0.8333333333333334,1.5833333333333333,0.5,1.0,1.0,RMW
cw_aci_λ0.5,0.75,1.3333333333333333,0.25,1.0,1.0,RMW
cw_aci_λ1.0,0.75,1.3333333333333333,0.25,1.0,1.0,RMW
cw_aci_λ1.5,0.8333333333333334,1.25,0.5,1.0,1.0,RMW
cw_aci_λ2.0,0.8333333333333334,1.3333333333333333,0.5,1.0,1.0,RMW
uwcp_static,0.75,1.0,0.25,1.0,1.0,RMW
split,1.0,1.8333333333333333,1.0,1.0,1.0,RMW
aci,0.9166666666666666,1.75,1.0,1.0,0.75,RMW
cw_aci_λ0.5,0.9166666666666666,1.5833333333333333,1.0,1.0,0.75,RMW
cw_aci_λ1.0,0.8333333333333334,1.5,1.0,0.75,0.75,RMW
cw_aci_λ1.5,0.8333333333333334,1.4166666666666667,1.0,0.75,0.75,RMW
cw_aci_λ2.0,0.8333333333333334,1.4166666666666667,1.0,0.75,0.75,RMW
uwcp_static,0.6666666666666666,1.3333333333333333,1.0,0.5,0.5,RMW
split,0.9166666666666666,1.1666666666666667,1.0,1.0,0.75,CMA
aci,0.9166666666666666,1.3333333333333333,1.0,1.0,0.75,CMA
cw_aci_λ0.5,0.9166666666666666,1.9166666666666667,1.0,1.0,0.75,CMA
cw_aci_λ1.0,0.9166666666666666,1.8333333333333333,1.0,1.0,0.75,CMA
cw_aci_λ1.5,0.9166666666666666,1.8333333333333333,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,1.8333333333333333,1.0,1.0,0.75,CMA
uwcp_static,0.9166666666666666,1.8333333333333333,1.0,1.0,0.75,CMA
split,1.0,1.25,1.0,1.0,1.0,CMA
aci,1.0,1.25,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.3333333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.4166666666666667,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.5,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.5833333333333333,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.6666666666666667,1.0,1.0,1.0,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.4166666666666667,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.6666666666666667,1.0,1.0,1.0,CMA
uwcp_static,1.0,2.0,1.0,1.0,1.0,CMA
split,0.8333333333333334,1.0,0.75,0.75,1.0,CMA
aci,0.8333333333333334,1.0,0.75,0.75,1.0,CMA
cw_aci_λ0.5,0.8333333333333334,1.0,0.75,0.75,1.0,CMA
cw_aci_λ1.0,0.8333333333333334,1.0833333333333333,0.75,0.75,1.0,CMA
cw_aci_λ1.5,0.8333333333333334,1.0833333333333333,0.75,0.75,1.0,CMA
cw_aci_λ2.0,0.8333333333333334,1.1666666666666667,0.75,0.75,1.0,CMA
uwcp_static,0.8333333333333334,1.0,0.75,0.75,1.0,CMA
split,0.75,0.9166666666666666,0.75,0.75,0.75,CMA
aci,0.8333333333333334,1.0,0.75,0.75,1.0,CMA
cw_aci_λ0.5,0.8333333333333334,1.0,0.75,0.75,1.0,CMA
cw_aci_λ1.0,0.8333333333333334,0.9166666666666666,0.75,0.75,1.0,CMA
cw_aci_λ1.5,0.75,0.9166666666666666,0.75,0.75,0.75,CMA
cw_aci_λ2.0,0.75,1.0,0.75,0.75,0.75,CMA
uwcp_static,0.6666666666666666,0.8333333333333334,0.75,0.75,0.5,CMA
split,1.0,2.0,1.0,1.0,1.0,CMA
aci,1.0,1.25,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.5,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.5833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.5833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.5833333333333333,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.6666666666666667,1.0,1.0,1.0,CMA
split,1.0,1.6666666666666667,1.0,1.0,1.0,CMA
aci,1.0,1.5,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.8333333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.9166666666666667,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,2.0,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,2.0,1.0,1.0,1.0,CMA
uwcp_static,1.0,2.0,1.0,1.0,1.0,CMA
split,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
aci,0.9166666666666666,1.0833333333333333,0.75,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,1.25,0.75,1.0,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,1.3333333333333333,0.75,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
uwcp_static,0.9166666666666666,1.0833333333333333,0.75,1.0,1.0,CMA
split,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
cw_aci_λ1.5,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
uwcp_static,1.0,1.0,1.0,1.0,1.0,CMA
split,0.6666666666666666,1.0,0.5,0.75,0.75,CMA
aci,0.6666666666666666,1.25,0.5,0.75,0.75,CMA
cw_aci_λ0.5,0.75,1.1666666666666667,0.5,1.0,0.75,CMA
cw_aci_λ1.0,0.75,1.1666666666666667,0.75,0.75,0.75,CMA
cw_aci_λ1.5,0.75,1.1666666666666667,0.75,0.75,0.75,CMA
cw_aci_λ2.0,0.75,1.1666666666666667,0.75,0.75,0.75,CMA
uwcp_static,0.6666666666666666,1.0,0.5,0.75,0.75,CMA
split,0.9166666666666666,1.1666666666666667,1.0,1.0,0.75,CMA
aci,0.9166666666666666,1.1666666666666667,1.0,1.0,0.75,CMA
cw_aci_λ0.5,0.9166666666666666,1.0,1.0,1.0,0.75,CMA
cw_aci_λ1.0,0.9166666666666666,1.0,1.0,1.0,0.75,CMA
cw_aci_λ1.5,0.9166666666666666,1.0,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
uwcp_static,0.9166666666666666,1.0,1.0,1.0,0.75,CMA
split,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
aci,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.4166666666666667,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ1.5,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
uwcp_static,1.0,1.0,1.0,1.0,1.0,CMA
split,0.5833333333333334,0.6666666666666666,0.25,1.0,0.5,CMA
aci,0.75,0.9166666666666666,0.5,1.0,0.75,CMA
cw_aci_λ0.5,0.8333333333333334,0.8333333333333334,0.75,1.0,0.75,CMA
cw_aci_λ1.0,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
cw_aci_λ1.5,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
cw_aci_λ2.0,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
uwcp_static,0.75,0.8333333333333334,0.75,1.0,0.5,CMA
split,0.5833333333333334,0.5833333333333334,0.25,0.5,1.0,CMA
aci,0.6666666666666666,0.9166666666666666,0.25,0.75,1.0,CMA
cw_aci_λ0.5,0.6666666666666666,0.9166666666666666,0.25,0.75,1.0,CMA
cw_aci_λ1.0,0.6666666666666666,0.9166666666666666,0.25,0.75,1.0,CMA
cw_aci_λ1.5,0.75,1.0833333333333333,0.5,0.75,1.0,CMA
cw_aci_λ2.0,0.75,1.25,0.5,0.75,1.0,CMA
uwcp_static,0.25,0.3333333333333333,0.25,0.25,0.25,CMA
split,0.9166666666666666,1.5833333333333333,0.75,1.0,1.0,CMA
aci,0.9166666666666666,1.5833333333333333,0.75,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,CMA
cw_aci_λ1.5,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,CMA
cw_aci_λ2.0,0.9166666666666666,1.4166666666666667,0.75,1.0,1.0,CMA
uwcp_static,0.9166666666666666,1.25,0.75,1.0,1.0,CMA
split,0.8333333333333334,1.5,0.75,1.0,0.75,CMA
aci,0.9166666666666666,1.75,1.0,1.0,0.75,CMA
cw_aci_λ0.5,0.8333333333333334,1.5833333333333333,1.0,0.75,0.75,CMA
cw_aci_λ1.0,0.8333333333333334,1.5833333333333333,1.0,0.75,0.75,CMA
cw_aci_λ1.5,0.8333333333333334,1.5833333333333333,1.0,0.75,0.75,CMA
cw_aci_λ2.0,0.8333333333333334,1.6666666666666667,1.0,0.75,0.75,CMA
uwcp_static,0.75,1.25,0.75,0.75,0.75,CMA
split,0.8333333333333334,1.0833333333333333,1.0,1.0,0.5,CMA
aci,0.8333333333333334,1.5,1.0,1.0,0.5,CMA
cw_aci_λ0.5,0.8333333333333334,1.5,1.0,1.0,0.5,CMA
cw_aci_λ1.0,0.8333333333333334,1.5,1.0,1.0,0.5,CMA
cw_aci_λ1.5,0.8333333333333334,1.5,1.0,1.0,0.5,CMA
cw_aci_λ2.0,0.8333333333333334,1.5,1.0,1.0,0.5,CMA
uwcp_static,0.8333333333333334,1.0833333333333333,1.0,1.0,0.5,CMA
split,0.8333333333333334,1.75,0.75,0.75,1.0,CMA
aci,0.8333333333333334,1.5833333333333333,0.75,0.75,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,1.9166666666666667,1.0,0.75,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,1.9166666666666667,0.75,1.0,1.0,CMA
cw_aci_λ1.5,0.9166666666666666,1.9166666666666667,0.75,1.0,1.0,CMA
cw_aci_λ2.0,0.9166666666666666,1.9166666666666667,0.75,1.0,1.0,CMA
uwcp_static,1.0,2.0,1.0,1.0,1.0,CMA
split,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
aci,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ1.5,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ2.0,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
uwcp_static,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
split,0.9166666666666666,1.5,1.0,1.0,0.75,CMA
aci,0.9166666666666666,1.6666666666666667,1.0,1.0,0.75,CMA
cw_aci_λ0.5,0.9166666666666666,1.0833333333333333,1.0,1.0,0.75,CMA
cw_aci_λ1.0,0.9166666666666666,1.0833333333333333,1.0,1.0,0.75,CMA
cw_aci_λ1.5,0.9166666666666666,1.0833333333333333,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,1.0833333333333333,1.0,1.0,0.75,CMA
uwcp_static,0.9166666666666666,1.0,1.0,1.0,0.75,CMA
split,0.9166666666666666,1.0833333333333333,0.75,1.0,1.0,CMA
aci,0.9166666666666666,1.0833333333333333,0.75,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ1.5,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ2.0,0.8333333333333334,1.0,0.75,1.0,0.75,CMA
uwcp_static,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,0.9166666666666666,0.9166666666666666,0.75,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ1.0,0.8333333333333334,0.9166666666666666,1.0,1.0,0.5,CMA
cw_aci_λ1.5,0.8333333333333334,0.9166666666666666,1.0,1.0,0.5,CMA
cw_aci_λ2.0,0.8333333333333334,0.9166666666666666,1.0,1.0,0.5,CMA
uwcp_static,0.75,0.75,1.0,1.0,0.25,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.0,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.4166666666666667,1.0,1.0,1.0,CMA
split,0.8333333333333334,0.8333333333333334,0.75,1.0,0.75,CMA
aci,0.8333333333333334,0.8333333333333334,0.75,1.0,0.75,CMA
cw_aci_λ0.5,0.9166666666666666,0.9166666666666666,0.75,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.25,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.5,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.1666666666666667,1.0,1.0,1.0,CMA
split,0.0,0.0,0.0,0.0,0.0,CMA
aci,0.75,0.8333333333333334,0.75,0.75,0.75,CMA
cw_aci_λ0.5,0.75,0.8333333333333334,0.75,0.75,0.75,CMA
cw_aci_λ1.0,0.75,0.8333333333333334,0.75,0.75,0.75,CMA
cw_aci_λ1.5,0.75,1.1666666666666667,0.75,0.75,0.75,CMA
cw_aci_λ2.0,0.75,1.25,0.75,0.75,0.75,CMA
uwcp_static,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,CMA
split,0.8333333333333334,0.8333333333333334,0.75,0.75,1.0,CMA
aci,0.8333333333333334,0.9166666666666666,1.0,0.5,1.0,CMA
cw_aci_λ0.5,0.8333333333333334,1.0,0.75,1.0,0.75,CMA
cw_aci_λ1.0,0.8333333333333334,1.0,0.75,1.0,0.75,CMA
cw_aci_λ1.5,0.9166666666666666,1.0833333333333333,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,1.25,1.0,1.0,0.75,CMA
uwcp_static,0.75,0.8333333333333334,0.75,0.75,0.75,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.0,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.0,1.0,1.0,1.0,CMA
split,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
aci,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.0,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ1.5,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
cw_aci_λ2.0,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
uwcp_static,1.0,1.0833333333333333,1.0,1.0,1.0,CMA
split,1.0,1.0,1.0,1.0,1.0,CMA
aci,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ0.5,1.0,1.0,1.0,1.0,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ1.5,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
cw_aci_λ2.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.75,CMA
uwcp_static,1.0,1.0,1.0,1.0,1.0,CMA
split,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
aci,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
cw_aci_λ1.0,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
cw_aci_λ1.5,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
cw_aci_λ2.0,0.9166666666666666,0.9166666666666666,1.0,0.75,1.0,CMA
uwcp_static,1.0,1.0,1.0,1.0,1.0,CMA
split,0.75,0.8333333333333334,0.5,1.0,0.75,CMA
aci,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ0.5,0.9166666666666666,1.0,0.75,1.0,1.0,CMA
cw_aci_λ1.0,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
cw_aci_λ1.5,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
cw_aci_λ2.0,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
uwcp_static,0.8333333333333334,0.9166666666666666,0.75,1.0,0.75,CMA
split,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,CMA
aci,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,CMA
cw_aci_λ0.5,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,CMA
cw_aci_λ1.0,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,CMA
cw_aci_λ1.5,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,CMA
cw_aci_λ2.0,0.8333333333333334,0.8333333333333334,1.0,0.75,0.75,CMA
