n_sim,target_coverage,crowding_effect,scp_overall_mean,scp_overall_std,scp_high_mean,scp_high_std,scp_low_mean,scp_low_std,cwaci_overall_mean,cwaci_overall_std,cwaci_high_mean,cwaci_high_std,cwaci_low_mean,cwaci_low_std,gain_overall,gain_high
200,0.9,0.0,0.9030800000000001,0.025559735923958857,0.90388,0.030900482180622607,0.9022800000000001,0.03140018244033675,0.9809,0.010281954724896639,0.99304,0.007187258407563034,0.9687600000000001,0.018193333584988574,0.07781999999999989,0.08916000000000002
200,0.9,0.25,0.90114,0.02944956339098423,0.87072,0.04105495275516273,0.93156,0.027358891511236653,0.9851800000000001,0.008892863153977859,0.98956,0.009116024876432646,0.9808000000000001,0.013891177924157594,0.08404,0.11883999999999995
200,0.9,0.5,0.9005799999999999,0.030108407146584876,0.84784,0.04616220473210356,0.95332,0.02376132578403559,0.98502,0.009370090339202941,0.98124,0.013624630371640157,0.9887999999999999,0.010849356788011353,0.08444000000000007,0.13339999999999996
200,0.9,0.75,0.8996600000000001,0.032480754255172786,0.8297599999999999,0.053012394492696194,0.96956,0.019721844634285467,0.9830800000000001,0.010675364962633703,0.9725199999999998,0.01828115431298241,0.9936400000000001,0.00727564948144731,0.08341999999999994,0.1427599999999999
200,0.9,1.0,0.8989400000000001,0.03270941652870381,0.8171200000000001,0.05626092836331007,0.98076,0.015799701034001225,0.98064,0.011864833389339444,0.96396,0.022211373789753314,0.99732,0.0048305560090722436,0.08169999999999988,0.14683999999999997
