method,lambda,beta,crowding_bin,covered,set_size,crowding,factor
crowding_weighted,1.0,,high,1,2,0.6242099669345086,SMB
crowding_weighted,1.0,,high,1,2,0.5812337206364961,SMB
crowding_weighted,2.0,,low,1,2,0.3426754674180204,SMB
crowding_weighted,2.0,,low,1,2,0.3807325253974314,SMB
crowding_weighted,2.0,,low,1,2,0.3267667799299336,SMB
crowding_weighted,2.0,,low,1,2,0.3881288457412349,SMB
crowding_weighted,2.0,,medium,1,2,0.5068849281866948,SMB
crowding_weighted,2.0,,medium,1,2,0.4946160369788148,SMB
crowding_weighted,2.0,,medium,1,2,0.5564007507177141,SMB
crowding_weighted,2.0,,high,1,2,0.7959707372817657,SMB
crowding_weighted,2.0,,high,1,2,0.6793389555622372,SMB
crowding_weighted,2.0,,high,1,2,0.6775863793761615,SMB
crowding_weighted,2.0,,high,1,2,0.6242099669345086,SMB
crowding_weighted,2.0,,high,1,2,0.5812337206364961,SMB
crowding_weighted,5.0,,low,1,2,0.3426754674180204,SMB
crowding_weighted,5.0,,low,1,2,0.3807325253974314,SMB
crowding_weighted,5.0,,low,1,2,0.3267667799299336,SMB
crowding_weighted,5.0,,low,1,2,0.3881288457412349,SMB
crowding_weighted,5.0,,medium,1,2,0.5068849281866948,SMB
crowding_weighted,5.0,,medium,1,2,0.4946160369788148,SMB
crowding_weighted,5.0,,medium,1,2,0.5564007507177141,SMB
crowding_weighted,5.0,,high,1,2,0.7959707372817657,SMB
crowding_weighted,5.0,,high,1,2,0.6793389555622372,SMB
crowding_weighted,5.0,,high,1,2,0.6775863793761615,SMB
crowding_weighted,5.0,,high,1,2,0.6242099669345086,SMB
crowding_weighted,5.0,,high,1,2,0.5812337206364961,SMB
cao,,0.25,low,1,2,0.3426754674180204,SMB
cao,,0.25,low,1,1,0.3807325253974314,SMB
cao,,0.25,low,1,2,0.3267667799299336,SMB
cao,,0.25,low,1,2,0.3881288457412349,SMB
cao,,0.25,medium,1,2,0.5068849281866948,SMB
cao,,0.25,medium,1,2,0.4946160369788148,SMB
cao,,0.25,medium,1,2,0.5564007507177141,SMB
cao,,0.25,high,1,2,0.7959707372817657,SMB
cao,,0.25,high,1,1,0.6793389555622372,SMB
cao,,0.25,high,1,1,0.6775863793761615,SMB
cao,,0.25,high,0,1,0.6242099669345086,SMB
cao,,0.25,high,1,1,0.5812337206364961,SMB
cao,,0.5,low,1,2,0.3426754674180204,SMB
cao,,0.5,low,1,1,0.3807325253974314,SMB
cao,,0.5,low,1,2,0.3267667799299336,SMB
cao,,0.5,low,1,2,0.3881288457412349,SMB
cao,,0.5,medium,1,2,0.5068849281866948,SMB
cao,,0.5,medium,1,2,0.4946160369788148,SMB
cao,,0.5,medium,1,2,0.5564007507177141,SMB
cao,,0.5,high,1,2,0.7959707372817657,SMB
cao,,0.5,high,1,1,0.6793389555622372,SMB
cao,,0.5,high,1,1,0.6775863793761615,SMB
cao,,0.5,high,0,1,0.6242099669345086,SMB
cao,,0.5,high,1,1,0.5812337206364961,SMB
cao,,1.0,low,1,2,0.3426754674180204,SMB
cao,,1.0,low,1,1,0.3807325253974314,SMB
cao,,1.0,low,1,2,0.3267667799299336,SMB
cao,,1.0,low,1,2,0.3881288457412349,SMB
cao,,1.0,medium,1,2,0.5068849281866948,SMB
cao,,1.0,medium,1,2,0.4946160369788148,SMB
cao,,1.0,medium,1,2,0.5564007507177141,SMB
cao,,1.0,high,1,2,0.7959707372817657,SMB
cao,,1.0,high,1,1,0.6793389555622372,SMB
cao,,1.0,high,1,1,0.6775863793761615,SMB
cao,,1.0,high,0,1,0.6242099669345086,SMB
cao,,1.0,high,1,1,0.5812337206364961,SMB
cao,,2.0,low,1,2,0.3426754674180204,SMB
cao,,2.0,low,1,1,0.3807325253974314,SMB
cao,,2.0,low,1,2,0.3267667799299336,SMB
cao,,2.0,low,1,2,0.3881288457412349,SMB
cao,,2.0,medium,1,2,0.5068849281866948,SMB
cao,,2.0,medium,0,1,0.4946160369788148,SMB
cao,,2.0,medium,1,2,0.5564007507177141,SMB
cao,,2.0,high,1,2,0.7959707372817657,SMB
cao,,2.0,high,1,1,0.6793389555622372,SMB
cao,,2.0,high,1,2,0.6775863793761615,SMB
cao,,2.0,high,1,2,0.6242099669345086,SMB
cao,,2.0,high,1,1,0.5812337206364961,SMB
split,,,high,1,1,0.5873384699792905,SMB
split,,,medium,1,1,0.49633865117180753,SMB
split,,,low,1,1,0.3741266665406911,SMB
split,,,low,0,1,0.4029306215735029,SMB
split,,,low,1,1,0.32711414154740925,SMB
split,,,low,1,1,0.34716766023650913,SMB
split,,,low,1,1,0.2710062670745979,SMB
split,,,low,1,1,0.32673700627175906,SMB
split,,,low,1,1,0.31767961419742474,SMB
split,,,low,1,1,0.31664290479703056,SMB
split,,,low,1,1,0.3994767088187747,SMB
split,,,low,1,1,0.36178275808171423,SMB
aci,,,high,1,1,0.5873384699792905,SMB
aci,,,medium,1,1,0.49633865117180753,SMB
aci,,,low,1,1,0.3741266665406911,SMB
aci,,,low,0,1,0.4029306215735029,SMB
aci,,,low,1,1,0.32711414154740925,SMB
aci,,,low,1,1,0.34716766023650913,SMB
aci,,,low,1,1,0.2710062670745979,SMB
aci,,,low,1,1,0.32673700627175906,SMB
aci,,,low,1,1,0.31767961419742474,SMB
aci,,,low,1,1,0.31664290479703056,SMB
aci,,,low,1,1,0.3994767088187747,SMB
aci,,,low,1,1,0.36178275808171423,SMB
crowding_weighted,0.5,,high,1,2,0.5873384699792905,SMB
crowding_weighted,0.5,,medium,1,1,0.49633865117180753,SMB
crowding_weighted,0.5,,low,1,2,0.3741266665406911,SMB
crowding_weighted,0.5,,low,1,2,0.4029306215735029,SMB
crowding_weighted,0.5,,low,1,1,0.32711414154740925,SMB
crowding_weighted,0.5,,low,1,1,0.34716766023650913,SMB
crowding_weighted,0.5,,low,1,1,0.2710062670745979,SMB
crowding_weighted,0.5,,low,1,1,0.32673700627175906,SMB
crowding_weighted,0.5,,low,1,1,0.31767961419742474,SMB
crowding_weighted,0.5,,low,1,1,0.31664290479703056,SMB
crowding_weighted,0.5,,low,1,1,0.3994767088187747,SMB
crowding_weighted,0.5,,low,1,1,0.36178275808171423,SMB
crowding_weighted,1.0,,high,1,2,0.5873384699792905,SMB
crowding_weighted,1.0,,medium,1,1,0.49633865117180753,SMB
crowding_weighted,1.0,,low,1,2,0.3741266665406911,SMB
crowding_weighted,1.0,,low,1,2,0.4029306215735029,SMB
crowding_weighted,1.0,,low,1,1,0.32711414154740925,SMB
crowding_weighted,1.0,,low,1,1,0.34716766023650913,SMB
crowding_weighted,1.0,,low,1,1,0.2710062670745979,SMB
crowding_weighted,1.0,,low,1,1,0.32673700627175906,SMB
crowding_weighted,1.0,,low,1,1,0.31767961419742474,SMB
crowding_weighted,1.0,,low,1,1,0.31664290479703056,SMB
crowding_weighted,1.0,,low,1,1,0.3994767088187747,SMB
crowding_weighted,1.0,,low,1,1,0.36178275808171423,SMB
crowding_weighted,2.0,,high,1,2,0.5873384699792905,SMB
crowding_weighted,2.0,,medium,1,2,0.49633865117180753,SMB
crowding_weighted,2.0,,low,1,2,0.3741266665406911,SMB
crowding_weighted,2.0,,low,1,2,0.4029306215735029,SMB
crowding_weighted,2.0,,low,1,2,0.32711414154740925,SMB
crowding_weighted,2.0,,low,1,1,0.34716766023650913,SMB
crowding_weighted,2.0,,low,1,1,0.2710062670745979,SMB
crowding_weighted,2.0,,low,1,1,0.32673700627175906,SMB
crowding_weighted,2.0,,low,1,2,0.31767961419742474,SMB
crowding_weighted,2.0,,low,1,2,0.31664290479703056,SMB
crowding_weighted,2.0,,low,1,1,0.3994767088187747,SMB
crowding_weighted,2.0,,low,1,2,0.36178275808171423,SMB
crowding_weighted,5.0,,high,1,2,0.5873384699792905,SMB
crowding_weighted,5.0,,medium,1,2,0.49633865117180753,SMB
crowding_weighted,5.0,,low,1,2,0.3741266665406911,SMB
crowding_weighted,5.0,,low,1,2,0.4029306215735029,SMB
crowding_weighted,5.0,,low,1,2,0.32711414154740925,SMB
crowding_weighted,5.0,,low,1,2,0.34716766023650913,SMB
crowding_weighted,5.0,,low,1,2,0.2710062670745979,SMB
crowding_weighted,5.0,,low,1,2,0.32673700627175906,SMB
crowding_weighted,5.0,,low,1,2,0.31767961419742474,SMB
crowding_weighted,5.0,,low,1,2,0.31664290479703056,SMB
crowding_weighted,5.0,,low,1,2,0.3994767088187747,SMB
crowding_weighted,5.0,,low,1,2,0.36178275808171423,SMB
cao,,0.25,high,1,1,0.5873384699792905,SMB
cao,,0.25,medium,1,1,0.49633865117180753,SMB
cao,,0.25,low,1,1,0.3741266665406911,SMB
cao,,0.25,low,0,1,0.4029306215735029,SMB
cao,,0.25,low,1,1,0.32711414154740925,SMB
cao,,0.25,low,1,1,0.34716766023650913,SMB
cao,,0.25,low,1,1,0.2710062670745979,SMB
cao,,0.25,low,1,1,0.32673700627175906,SMB
cao,,0.25,low,1,1,0.31767961419742474,SMB
cao,,0.25,low,1,1,0.31664290479703056,SMB
cao,,0.25,low,1,1,0.3994767088187747,SMB
cao,,0.25,low,1,1,0.36178275808171423,SMB
cao,,0.5,high,1,1,0.5873384699792905,SMB
cao,,0.5,medium,1,1,0.49633865117180753,SMB
cao,,0.5,low,1,1,0.3741266665406911,SMB
cao,,0.5,low,0,1,0.4029306215735029,SMB
cao,,0.5,low,1,2,0.32711414154740925,SMB
cao,,0.5,low,1,1,0.34716766023650913,SMB
cao,,0.5,low,1,1,0.2710062670745979,SMB
cao,,0.5,low,1,1,0.32673700627175906,SMB
cao,,0.5,low,1,1,0.31767961419742474,SMB
cao,,0.5,low,1,1,0.31664290479703056,SMB
cao,,0.5,low,1,1,0.3994767088187747,SMB
cao,,0.5,low,1,1,0.36178275808171423,SMB
cao,,1.0,high,1,1,0.5873384699792905,SMB
cao,,1.0,medium,1,1,0.49633865117180753,SMB
cao,,1.0,low,1,1,0.3741266665406911,SMB
cao,,1.0,low,0,1,0.4029306215735029,SMB
cao,,1.0,low,1,2,0.32711414154740925,SMB
cao,,1.0,low,1,1,0.34716766023650913,SMB
cao,,1.0,low,1,1,0.2710062670745979,SMB
cao,,1.0,low,1,1,0.32673700627175906,SMB
cao,,1.0,low,1,1,0.31767961419742474,SMB
cao,,1.0,low,1,1,0.31664290479703056,SMB
cao,,1.0,low,1,1,0.3994767088187747,SMB
cao,,1.0,low,1,1,0.36178275808171423,SMB
cao,,2.0,high,1,1,0.5873384699792905,SMB
cao,,2.0,medium,1,1,0.49633865117180753,SMB
cao,,2.0,low,1,1,0.3741266665406911,SMB
cao,,2.0,low,0,1,0.4029306215735029,SMB
cao,,2.0,low,1,2,0.32711414154740925,SMB
cao,,2.0,low,1,1,0.34716766023650913,SMB
cao,,2.0,low,1,1,0.2710062670745979,SMB
cao,,2.0,low,1,1,0.32673700627175906,SMB
cao,,2.0,low,1,1,0.31767961419742474,SMB
cao,,2.0,low,1,1,0.31664290479703056,SMB
cao,,2.0,low,1,1,0.3994767088187747,SMB
cao,,2.0,low,1,1,0.36178275808171423,SMB
split,,,low,1,1,0.29953475774249505,SMB
split,,,low,0,1,0.3841408638263305,SMB
split,,,low,1,1,0.24571678542778494,SMB
split,,,low,1,1,0.3389568295488009,SMB
split,,,low,0,1,0.2441798588463271,SMB
split,,,low,1,1,0.37989791240072707,SMB
split,,,low,1,1,0.38296402320799594,SMB
split,,,medium,1,1,0.4406656286088023,SMB
split,,,medium,1,1,0.5188108892616288,SMB
split,,,medium,1,1,0.5227869483735297,SMB
split,,,medium,1,1,0.5464761276688626,SMB
split,,,high,1,1,0.7575016752048638,SMB
aci,,,low,1,1,0.29953475774249505,SMB
aci,,,low,0,1,0.3841408638263305,SMB
aci,,,low,1,1,0.24571678542778494,SMB
aci,,,low,1,1,0.3389568295488009,SMB
aci,,,low,0,1,0.2441798588463271,SMB
aci,,,low,1,1,0.37989791240072707,SMB
aci,,,low,1,1,0.38296402320799594,SMB
aci,,,medium,1,1,0.4406656286088023,SMB
aci,,,medium,1,2,0.5188108892616288,SMB
aci,,,medium,1,2,0.5227869483735297,SMB
aci,,,medium,1,1,0.5464761276688626,SMB
aci,,,high,1,1,0.7575016752048638,SMB
crowding_weighted,0.5,,low,1,1,0.29953475774249505,SMB
crowding_weighted,0.5,,low,0,1,0.3841408638263305,SMB
crowding_weighted,0.5,,low,1,1,0.24571678542778494,SMB
crowding_weighted,0.5,,low,1,1,0.3389568295488009,SMB
crowding_weighted,0.5,,low,0,1,0.2441798588463271,SMB
crowding_weighted,0.5,,low,1,1,0.37989791240072707,SMB
crowding_weighted,0.5,,low,1,1,0.38296402320799594,SMB
crowding_weighted,0.5,,medium,1,1,0.4406656286088023,SMB
crowding_weighted,0.5,,medium,1,1,0.5188108892616288,SMB
crowding_weighted,0.5,,medium,1,1,0.5227869483735297,SMB
crowding_weighted,0.5,,medium,1,1,0.5464761276688626,SMB
crowding_weighted,0.5,,high,1,1,0.7575016752048638,SMB
crowding_weighted,1.0,,low,1,1,0.29953475774249505,SMB
crowding_weighted,1.0,,low,0,1,0.3841408638263305,SMB
crowding_weighted,1.0,,low,1,1,0.24571678542778494,SMB
crowding_weighted,1.0,,low,1,1,0.3389568295488009,SMB
crowding_weighted,1.0,,low,0,1,0.2441798588463271,SMB
crowding_weighted,1.0,,low,1,1,0.37989791240072707,SMB
crowding_weighted,1.0,,low,1,1,0.38296402320799594,SMB
crowding_weighted,1.0,,medium,1,1,0.4406656286088023,SMB
crowding_weighted,1.0,,medium,1,2,0.5188108892616288,SMB
crowding_weighted,1.0,,medium,1,2,0.5227869483735297,SMB
crowding_weighted,1.0,,medium,1,2,0.5464761276688626,SMB
crowding_weighted,1.0,,high,1,2,0.7575016752048638,SMB
crowding_weighted,2.0,,low,1,2,0.29953475774249505,SMB
crowding_weighted,2.0,,low,1,2,0.3841408638263305,SMB
crowding_weighted,2.0,,low,1,1,0.24571678542778494,SMB
crowding_weighted,2.0,,low,1,2,0.3389568295488009,SMB
crowding_weighted,2.0,,low,0,1,0.2441798588463271,SMB
crowding_weighted,2.0,,low,1,1,0.37989791240072707,SMB
crowding_weighted,2.0,,low,1,1,0.38296402320799594,SMB
crowding_weighted,2.0,,medium,1,2,0.4406656286088023,SMB
crowding_weighted,2.0,,medium,1,2,0.5188108892616288,SMB
crowding_weighted,2.0,,medium,1,2,0.5227869483735297,SMB
crowding_weighted,2.0,,medium,1,2,0.5464761276688626,SMB
crowding_weighted,2.0,,high,1,2,0.7575016752048638,SMB
crowding_weighted,5.0,,low,1,2,0.29953475774249505,SMB
crowding_weighted,5.0,,low,1,2,0.3841408638263305,SMB
crowding_weighted,5.0,,low,1,2,0.24571678542778494,SMB
crowding_weighted,5.0,,low,1,2,0.3389568295488009,SMB
crowding_weighted,5.0,,low,1,2,0.2441798588463271,SMB
crowding_weighted,5.0,,low,1,2,0.37989791240072707,SMB
crowding_weighted,5.0,,low,1,2,0.38296402320799594,SMB
crowding_weighted,5.0,,medium,1,2,0.4406656286088023,SMB
crowding_weighted,5.0,,medium,1,2,0.5188108892616288,SMB
crowding_weighted,5.0,,medium,1,2,0.5227869483735297,SMB
crowding_weighted,5.0,,medium,1,2,0.5464761276688626,SMB
crowding_weighted,5.0,,high,1,2,0.7575016752048638,SMB
cao,,0.25,low,1,1,0.29953475774249505,SMB
cao,,0.25,low,0,1,0.3841408638263305,SMB
cao,,0.25,low,1,1,0.24571678542778494,SMB
cao,,0.25,low,1,1,0.3389568295488009,SMB
cao,,0.25,low,0,1,0.2441798588463271,SMB
cao,,0.25,low,1,1,0.37989791240072707,SMB
cao,,0.25,low,1,1,0.38296402320799594,SMB
cao,,0.25,medium,1,1,0.4406656286088023,SMB
cao,,0.25,medium,1,2,0.5188108892616288,SMB
cao,,0.25,medium,1,2,0.5227869483735297,SMB
cao,,0.25,medium,1,2,0.5464761276688626,SMB
cao,,0.25,high,1,1,0.7575016752048638,SMB
cao,,0.5,low,1,1,0.29953475774249505,SMB
cao,,0.5,low,0,1,0.3841408638263305,SMB
cao,,0.5,low,1,1,0.24571678542778494,SMB
cao,,0.5,low,1,1,0.3389568295488009,SMB
cao,,0.5,low,1,2,0.2441798588463271,SMB
cao,,0.5,low,1,1,0.37989791240072707,SMB
cao,,0.5,low,1,1,0.38296402320799594,SMB
cao,,0.5,medium,1,1,0.4406656286088023,SMB
cao,,0.5,medium,1,1,0.5188108892616288,SMB
cao,,0.5,medium,1,1,0.5227869483735297,SMB
cao,,0.5,medium,1,1,0.5464761276688626,SMB
cao,,0.5,high,1,1,0.7575016752048638,SMB
cao,,1.0,low,1,1,0.29953475774249505,SMB
cao,,1.0,low,0,1,0.3841408638263305,SMB
cao,,1.0,low,1,1,0.24571678542778494,SMB
cao,,1.0,low,1,1,0.3389568295488009,SMB
cao,,1.0,low,1,2,0.2441798588463271,SMB
cao,,1.0,low,1,1,0.37989791240072707,SMB
cao,,1.0,low,1,1,0.38296402320799594,SMB
cao,,1.0,medium,1,1,0.4406656286088023,SMB
cao,,1.0,medium,1,1,0.5188108892616288,SMB
cao,,1.0,medium,1,1,0.5227869483735297,SMB
cao,,1.0,medium,1,1,0.5464761276688626,SMB
cao,,1.0,high,1,1,0.7575016752048638,SMB
cao,,2.0,low,1,1,0.29953475774249505,SMB
cao,,2.0,low,0,1,0.3841408638263305,SMB
cao,,2.0,low,1,2,0.24571678542778494,SMB
cao,,2.0,low,1,1,0.3389568295488009,SMB
cao,,2.0,low,1,2,0.2441798588463271,SMB
cao,,2.0,low,1,1,0.37989791240072707,SMB
cao,,2.0,low,1,1,0.38296402320799594,SMB
cao,,2.0,medium,1,1,0.4406656286088023,SMB
cao,,2.0,medium,1,1,0.5188108892616288,SMB
cao,,2.0,medium,1,1,0.5227869483735297,SMB
cao,,2.0,medium,1,1,0.5464761276688626,SMB
cao,,2.0,high,1,1,0.7575016752048638,SMB
split,,,high,1,1,0.6574262699182871,SMB
split,,,high,1,1,0.6436137159447269,SMB
split,,,medium,1,1,0.4313265899425774,SMB
split,,,medium,1,1,0.4180963366429865,SMB
split,,,medium,1,1,0.42387126931762353,SMB
split,,,medium,1,1,0.4131255796151583,SMB
split,,,medium,1,1,0.48562172770717943,SMB
split,,,low,1,1,0.21931377947284098,SMB
split,,,low,1,1,0.30186201771049614,SMB
split,,,low,1,1,0.25239000470397277,SMB
split,,,low,1,1,0.2671339749407907,SMB
split,,,low,1,1,0.26187846809384274,SMB
aci,,,high,1,1,0.6574262699182871,SMB
aci,,,high,1,1,0.6436137159447269,SMB
aci,,,medium,1,1,0.4313265899425774,SMB
aci,,,medium,1,1,0.4180963366429865,SMB
aci,,,medium,1,1,0.42387126931762353,SMB
aci,,,medium,1,1,0.4131255796151583,SMB
aci,,,medium,1,1,0.48562172770717943,SMB
aci,,,low,1,1,0.21931377947284098,SMB
aci,,,low,1,1,0.30186201771049614,SMB
aci,,,low,1,1,0.25239000470397277,SMB
aci,,,low,1,1,0.2671339749407907,SMB
aci,,,low,1,1,0.26187846809384274,SMB
crowding_weighted,0.5,,high,1,1,0.6574262699182871,SMB
crowding_weighted,0.5,,high,1,1,0.6436137159447269,SMB
crowding_weighted,0.5,,medium,1,1,0.4313265899425774,SMB
crowding_weighted,0.5,,medium,1,1,0.4180963366429865,SMB
crowding_weighted,0.5,,medium,1,1,0.42387126931762353,SMB
crowding_weighted,0.5,,medium,1,1,0.4131255796151583,SMB
crowding_weighted,0.5,,medium,1,1,0.48562172770717943,SMB
crowding_weighted,0.5,,low,1,1,0.21931377947284098,SMB
crowding_weighted,0.5,,low,1,1,0.30186201771049614,SMB
crowding_weighted,0.5,,low,1,1,0.25239000470397277,SMB
crowding_weighted,0.5,,low,1,1,0.2671339749407907,SMB
crowding_weighted,0.5,,low,1,1,0.26187846809384274,SMB
crowding_weighted,1.0,,high,1,1,0.6574262699182871,SMB
crowding_weighted,1.0,,high,1,1,0.6436137159447269,SMB
crowding_weighted,1.0,,medium,1,1,0.4313265899425774,SMB
crowding_weighted,1.0,,medium,1,1,0.4180963366429865,SMB
crowding_weighted,1.0,,medium,1,1,0.42387126931762353,SMB
crowding_weighted,1.0,,medium,1,1,0.4131255796151583,SMB
crowding_weighted,1.0,,medium,1,1,0.48562172770717943,SMB
crowding_weighted,1.0,,low,1,1,0.21931377947284098,SMB
crowding_weighted,1.0,,low,1,1,0.30186201771049614,SMB
crowding_weighted,1.0,,low,1,1,0.25239000470397277,SMB
crowding_weighted,1.0,,low,1,1,0.2671339749407907,SMB
crowding_weighted,1.0,,low,1,1,0.26187846809384274,SMB
crowding_weighted,2.0,,high,1,2,0.6574262699182871,SMB
crowding_weighted,2.0,,high,1,2,0.6436137159447269,SMB
crowding_weighted,2.0,,medium,1,1,0.4313265899425774,SMB
crowding_weighted,2.0,,medium,1,1,0.4180963366429865,SMB
crowding_weighted,2.0,,medium,1,1,0.42387126931762353,SMB
crowding_weighted,2.0,,medium,1,1,0.4131255796151583,SMB
crowding_weighted,2.0,,medium,1,1,0.48562172770717943,SMB
crowding_weighted,2.0,,low,1,1,0.21931377947284098,SMB
crowding_weighted,2.0,,low,1,1,0.30186201771049614,SMB
crowding_weighted,2.0,,low,1,1,0.25239000470397277,SMB
crowding_weighted,2.0,,low,1,1,0.2671339749407907,SMB
crowding_weighted,2.0,,low,1,1,0.26187846809384274,SMB
crowding_weighted,5.0,,high,1,2,0.6574262699182871,SMB
crowding_weighted,5.0,,high,1,2,0.6436137159447269,SMB
crowding_weighted,5.0,,medium,1,1,0.4313265899425774,SMB
crowding_weighted,5.0,,medium,1,1,0.4180963366429865,SMB
crowding_weighted,5.0,,medium,1,1,0.42387126931762353,SMB
crowding_weighted,5.0,,medium,1,1,0.4131255796151583,SMB
crowding_weighted,5.0,,medium,1,1,0.48562172770717943,SMB
crowding_weighted,5.0,,low,1,1,0.21931377947284098,SMB
crowding_weighted,5.0,,low,1,1,0.30186201771049614,SMB
crowding_weighted,5.0,,low,1,1,0.25239000470397277,SMB
crowding_weighted,5.0,,low,1,1,0.2671339749407907,SMB
crowding_weighted,5.0,,low,1,1,0.26187846809384274,SMB
cao,,0.25,high,1,1,0.6574262699182871,SMB
cao,,0.25,high,1,1,0.6436137159447269,SMB
cao,,0.25,medium,1,1,0.4313265899425774,SMB
cao,,0.25,medium,1,1,0.4180963366429865,SMB
cao,,0.25,medium,1,1,0.42387126931762353,SMB
cao,,0.25,medium,1,1,0.4131255796151583,SMB
cao,,0.25,medium,1,1,0.48562172770717943,SMB
cao,,0.25,low,1,1,0.21931377947284098,SMB
cao,,0.25,low,1,1,0.30186201771049614,SMB
cao,,0.25,low,1,1,0.25239000470397277,SMB
cao,,0.25,low,1,1,0.2671339749407907,SMB
cao,,0.25,low,1,1,0.26187846809384274,SMB
cao,,0.5,high,1,1,0.6574262699182871,SMB
cao,,0.5,high,1,1,0.6436137159447269,SMB
cao,,0.5,medium,1,1,0.4313265899425774,SMB
cao,,0.5,medium,1,1,0.4180963366429865,SMB
cao,,0.5,medium,1,1,0.42387126931762353,SMB
cao,,0.5,medium,1,1,0.4131255796151583,SMB
cao,,0.5,medium,1,1,0.48562172770717943,SMB
cao,,0.5,low,1,1,0.21931377947284098,SMB
cao,,0.5,low,1,1,0.30186201771049614,SMB
cao,,0.5,low,1,1,0.25239000470397277,SMB
cao,,0.5,low,1,1,0.2671339749407907,SMB
cao,,0.5,low,1,1,0.26187846809384274,SMB
cao,,1.0,high,1,1,0.6574262699182871,SMB
cao,,1.0,high,1,1,0.6436137159447269,SMB
cao,,1.0,medium,1,1,0.4313265899425774,SMB
cao,,1.0,medium,1,1,0.4180963366429865,SMB
cao,,1.0,medium,1,1,0.42387126931762353,SMB
cao,,1.0,medium,1,1,0.4131255796151583,SMB
cao,,1.0,medium,1,1,0.48562172770717943,SMB
cao,,1.0,low,1,1,0.21931377947284098,SMB
cao,,1.0,low,1,1,0.30186201771049614,SMB
cao,,1.0,low,1,1,0.25239000470397277,SMB
cao,,1.0,low,1,1,0.2671339749407907,SMB
cao,,1.0,low,1,1,0.26187846809384274,SMB
cao,,2.0,high,1,1,0.6574262699182871,SMB
cao,,2.0,high,1,1,0.6436137159447269,SMB
cao,,2.0,medium,1,1,0.4313265899425774,SMB
cao,,2.0,medium,1,1,0.4180963366429865,SMB
cao,,2.0,medium,1,1,0.42387126931762353,SMB
cao,,2.0,medium,1,1,0.4131255796151583,SMB
cao,,2.0,medium,1,1,0.48562172770717943,SMB
cao,,2.0,low,1,1,0.21931377947284098,SMB
cao,,2.0,low,1,1,0.30186201771049614,SMB
cao,,2.0,low,1,1,0.25239000470397277,SMB
cao,,2.0,low,1,1,0.2671339749407907,SMB
cao,,2.0,low,1,1,0.26187846809384274,SMB
split,,,medium,1,1,0.40970754755886984,SMB
split,,,medium,1,1,0.45724785094127124,SMB
split,,,medium,1,1,0.471018494414489,SMB
split,,,high,1,1,0.5740221635351844,SMB
split,,,high,1,1,0.570701115724581,SMB
split,,,medium,1,1,0.5189723999160302,SMB
split,,,medium,1,1,0.5356908061771068,SMB
split,,,medium,1,1,0.4666397248657412,SMB
split,,,medium,1,1,0.5208220686639975,SMB
split,,,medium,1,1,0.5305224397008224,SMB
split,,,high,0,1,0.610217009504845,SMB
split,,,medium,1,1,0.5514991181933373,SMB
aci,,,medium,1,1,0.40970754755886984,SMB
aci,,,medium,1,1,0.45724785094127124,SMB
aci,,,medium,1,1,0.471018494414489,SMB
aci,,,high,1,1,0.5740221635351844,SMB
aci,,,high,1,1,0.570701115724581,SMB
aci,,,medium,1,1,0.5189723999160302,SMB
aci,,,medium,1,1,0.5356908061771068,SMB
aci,,,medium,1,1,0.4666397248657412,SMB
aci,,,medium,1,1,0.5208220686639975,SMB
aci,,,medium,1,1,0.5305224397008224,SMB
aci,,,high,0,1,0.610217009504845,SMB
aci,,,medium,1,1,0.5514991181933373,SMB
crowding_weighted,0.5,,medium,1,1,0.40970754755886984,SMB
crowding_weighted,0.5,,medium,1,1,0.45724785094127124,SMB
crowding_weighted,0.5,,medium,1,1,0.471018494414489,SMB
crowding_weighted,0.5,,high,1,1,0.5740221635351844,SMB
crowding_weighted,0.5,,high,1,1,0.570701115724581,SMB
crowding_weighted,0.5,,medium,1,1,0.5189723999160302,SMB
crowding_weighted,0.5,,medium,1,1,0.5356908061771068,SMB
crowding_weighted,0.5,,medium,1,1,0.4666397248657412,SMB
crowding_weighted,0.5,,medium,1,1,0.5208220686639975,SMB
crowding_weighted,0.5,,medium,1,1,0.5305224397008224,SMB
crowding_weighted,0.5,,high,0,1,0.610217009504845,SMB
crowding_weighted,0.5,,medium,1,1,0.5514991181933373,SMB
crowding_weighted,1.0,,medium,1,1,0.40970754755886984,SMB
crowding_weighted,1.0,,medium,1,1,0.45724785094127124,SMB
crowding_weighted,1.0,,medium,1,1,0.471018494414489,SMB
crowding_weighted,1.0,,high,1,1,0.5740221635351844,SMB
crowding_weighted,1.0,,high,1,1,0.570701115724581,SMB
crowding_weighted,1.0,,medium,1,1,0.5189723999160302,SMB
crowding_weighted,1.0,,medium,1,1,0.5356908061771068,SMB
crowding_weighted,1.0,,medium,1,1,0.4666397248657412,SMB
crowding_weighted,1.0,,medium,1,1,0.5208220686639975,SMB
crowding_weighted,1.0,,medium,1,1,0.5305224397008224,SMB
crowding_weighted,1.0,,high,0,1,0.610217009504845,SMB
crowding_weighted,1.0,,medium,1,1,0.5514991181933373,SMB
crowding_weighted,2.0,,medium,1,1,0.40970754755886984,SMB
crowding_weighted,2.0,,medium,1,1,0.45724785094127124,SMB
crowding_weighted,2.0,,medium,1,1,0.471018494414489,SMB
crowding_weighted,2.0,,high,1,1,0.5740221635351844,SMB
crowding_weighted,2.0,,high,1,1,0.570701115724581,SMB
